Term|Degree|Major|Course
Fall 2021|BS|PSY|COM 301
Fall 2021|BS|PSY|COM 381
Fall 2021|BS|PSY|CRJ 185
Fall 2021|BS|PSY|CRJ 288
Fall 2021|BS|PSY|CRJ 2XX
Fall 2021|BS|PSY|CRJ 355
Fall 2021|BS|PSY|CRJ 384
Fall 2021|BS|PSY|CRJ 388
Fall 2021|BS|PSY|CRJ 485
Fall 2021|BS|PSY|DAN 102
Fall 2021|BS|PSY|DAN 201
Fall 2021|BS|PSY|DAN 204
Fall 2021|BS|PSY|DAN 301
Fall 2021|BS|PSY|ECE 225
Fall 2021|BS|PSY|ECE 233
Fall 2021|BS|PSY|ECE 235
Fall 2021|BS|PSY|ECE 240
Fall 2021|BS|PSY|ECE 480
Fall 2021|BS|PSY|EDE 1XX
Fall 2021|BS|PSY|EDE 201
Fall 2021|BS|PSY|EDR 200
Fall 2021|BS|PSY|EDT 201
Fall 2021|BS|PSY|ENG 111
Fall 2021|BS|PSY|ENG 112
Fall 2021|BS|PSY|ENG 156
Fall 2021|BS|PSY|ENG 202
Fall 2021|BS|PSY|ENG 241
Fall 2021|BS|PSY|ESS 100
Fall 2021|BS|PSY|FIN 269
Fall 2021|BS|PSY|FRN 111
Fall 2021|BS|PSY|FRN 112
Fall 2021|BS|PSY|GEO 116
Fall 2021|BS|PSY|HCR 101
Fall 2021|BS|PSY|HCR 107
Fall 2021|BS|PSY|HCR 117
Fall 2021|BS|PSY|HCR 203
Fall 2021|BS|PSY|HCR 204
Fall 2021|BS|PSY|HCR 300
Fall 2021|BS|PSY|HCR 368
Fall 2021|BS|PSY|HCR 379
Fall 2021|BS|PSY|HCR 380
Fall 2021|BS|PSY|HIS 112
Fall 2021|BS|PSY|HIS 1XX
Fall 2021|BS|PSY|HIS 291
Fall 2021|BS|PSY|HON 355
Fall 2021|BS|PSY|HON 393
Fall 2021|BS|PSY|HON 498
Fall 2021|BS|PSY|HUM 1XX
Fall 2021|BS|PSY|IES 220
Fall 2021|BS|PSY|LIN 150
Fall 2021|BS|PSY|LIN 200
Fall 2021|BS|PSY|MGT 341
Fall 2021|BS|PSY|MGT 344
Fall 2021|BS|PSY|MGT 449
Fall 2021|BS|PSY|MKT 330
Fall 2021|BS|PSY|MTH 111
Fall 2021|BS|PSY|MTH 192
Fall 2021|BS|PSY|MTP 321
Fall 2021|BS|PSY|MUS 100
Fall 2021|BS|PSY|MUS 245
Fall 2021|BS|PSY|MUS 401
Fall 2021|BS|PSY|MUS 410
Fall 2021|BS|PSY|MUS 411
Fall 2021|BS|PSY|NSC 210
Fall 2021|BS|PSY|NSC 235
Fall 2021|BS|PSY|NUR 1XX
Fall 2021|BS|PSY|NUR 316
Fall 2021|BS|PSY|NUR 369
Fall 2021|BS|PSY|PHL 101
Fall 2021|BS|PSY|PHL 162
Fall 2021|BS|PSY|PHL 167
Fall 2021|BS|PSY|PHL 168
Fall 2021|BS|PSY|PHL 170
Fall 2021|BS|PSY|PHL 203
Fall 2021|BS|PSY|PHL 311
Fall 2021|BS|PSY|PHL 351
Fall 2021|BS|PSY|PHS 210
Fall 2021|BS|PSY|PHS 420
Fall 2021|BS|PSY|PHY 143
Fall 2021|BS|PSY|POL 120
Fall 2021|BS|PSY|POL 230
Fall 2021|BS|PSY|POL 389
Fall 2021|BS|PSY|PSY 100
Fall 2021|BS|PSY|PSY 180
Fall 2021|BS|PSY|PSY 244
Fall 2021|BS|PSY|PSY 300
Fall 2021|BS|PSY|PSY 309
Fall 2021|BS|PSY|PSY 313
Fall 2021|BS|PSY|PSY 315
Fall 2021|BS|PSY|PSY 316
Fall 2021|BS|PSY|PSY 317
Fall 2021|BS|PSY|PSY 319
Fall 2021|BS|PSY|PSY 322
Fall 2021|BS|PSY|PSY 330
Fall 2021|BS|PSY|PSY 336
Fall 2021|BS|PSY|PSY 343
Fall 2021|BS|PSY|PSY 350
Fall 2021|BS|PSY|PSY 352
Fall 2021|BS|PSY|PSY 377
Fall 2021|BS|PSY|PSY 392
Fall 2021|BS|PSY|PSY 400
Fall 2021|BS|PSY|PSY 401
Fall 2021|BS|PSY|SAT 202
Fall 2021|BS|PSY|SAT 220
Fall 2021|BS|PSY|SAT 320
Fall 2021|BS|PSY|SAT 330
Fall 2021|BS|PSY|SCM 211
Fall 2021|BS|PSY|SOC 100
Fall 2021|BS|PSY|SOC 203
Fall 2021|BS|PSY|SOC 215
Fall 2021|BS|PSY|SOC 301
Fall 2021|BS|PSY|SOC 325
Fall 2021|BS|PSY|SOC 359
Fall 2021|BS|PSY|SOC 368
Fall 2021|BS|PSY|SOC 384
Fall 2021|BS|PSY|SOC 474
Fall 2021|BS|PSY|SPN 111
Fall 2021|BS|PSY|SPN 112
Fall 2021|BS|PSY|SWR 100
Fall 2021|BS|PSY|SWR 230
Fall 2021|BS|PSY|SWR 250
Fall 2021|BS|PSY|SWR 270
Fall 2021|BS|PSY|SWR 300
Fall 2021|BS|PSY|SWR 301
Fall 2021|BS|PSY|SWR 336
Fall 2021|BS|PSY|THE 100
Fall 2021|BS|PSY|THE 225
Fall 2021|BS|PSY|URP 111
Fall 2021|BS|PSY|WGS 167
Fall 2021|BS|PSY|WGS 170
Fall 2021|BS|PSY|WGS 201
Fall 2021|BS|PSY|WGS 275
Fall 2021|BS|PSY|WGS 359
Fall 2021|BS|PSY|WGS 474
Fall 2021|BS|RTT|HCR 362
Fall 2021|BS|RTT|RTT 301
Fall 2021|BS|RTT|RTT 311
Fall 2021|BS|RTT|RTT 313
Fall 2021|BS|RTT|RTT 341
Fall 2021|BS|RTT|RTT 404
Fall 2021|BS|RTT|RTT 431
Fall 2021|BS|RTT|RTT 433
Fall 2021|BS|SUTI|CRJ 355
Fall 2021|BS|SUTI|EHS 220
Fall 2021|BS|SUTI|ENG 112
Fall 2021|BS|SUTI|SAT 220
Fall 2021|BS|SUTI|SWR 270
Fall 2021|BS|SUTI|SWR 440
Fall 2021|BS|SUTI|SWR 460
Fall 2021|BS|TDES|ART 392
Fall 2021|BS|TDES|THE 275
Fall 2021|BS|TDES|THE 425
Fall 2021|BSEG|EGR|BUS 250
Fall 2021|BSEG|EGR|EGR 432
Fall 2021|BSEG|EGR|EGR 465
Fall 2021|BSEG|EGR|SCM 371
Fall 2021|BSEG|MEGN|ACC 201
Fall 2021|BSEG|MEGN|AFA 204
Fall 2021|BSEG|MEGN|ARH 215
Fall 2021|BSEG|MEGN|ART 120
Fall 2021|BSEG|MEGN|ART 150
Fall 2021|BSEG|MEGN|BIO 327
Fall 2021|BSEG|MEGN|BUS 250
Fall 2021|BSEG|MEGN|CHN 109
Fall 2021|BSEG|MEGN|CSC 122
Fall 2021|BSEG|MEGN|CSC 174
Fall 2021|BSEG|MEGN|CSC 384
Fall 2021|BSEG|MEGN|DAN 102
Fall 2021|BSEG|MEGN|ECN 201
Fall 2021|BSEG|MEGN|EGR 230
Fall 2021|BSEG|MEGN|EGR 260
Fall 2021|BSEG|MEGN|EGR 280
Fall 2021|BSEG|MEGN|EGR 281
Fall 2021|BSEG|MEGN|EGR 310
Fall 2021|BSEG|MEGN|EGR 315
Fall 2021|BSEG|MEGN|EGR 330
Fall 2021|BSEG|MEGN|EGR 335
Fall 2021|BSEG|MEGN|EGR 350
Fall 2021|BSEG|MEGN|EGR 353
Fall 2021|BSEG|MEGN|EGR 355
Fall 2021|BSEG|MEGN|EGR 356
Fall 2021|BSEG|MEGN|EGR 370
Fall 2021|BSEG|MEGN|EGR 391
Fall 2021|BSEG|MEGN|EGR 392
Fall 2021|BSEG|MEGN|EGR 393
Fall 2021|BSEG|MEGN|EGR 395
Fall 2021|BSEG|MEGN|EGR 399
Fall 2021|BSEG|MEGN|EGR 3XX
Fall 2021|BSEG|MEGN|EGR 432
Fall 2021|BSEG|MEGN|EGR 451
Fall 2021|BSEG|MEGN|EGR 465
Fall 2021|BSEG|MEGN|EGR 466
Fall 2021|BSEG|MEGN|EIM 340
Fall 2021|BSEG|MEGN|ENG 111
Fall 2021|BSEG|MEGN|ENG 112
Fall 2021|BSEG|MEGN|HCR 203
Fall 2021|BSEG|MEGN|HIS 120
Fall 2021|BSEG|MEGN|HIS 291
Fall 2021|BSEG|MEGN|MKT 330
Fall 2021|BSEG|MEGN|MTH 122
Fall 2021|BSEG|MEGN|MTH 222
Fall 2021|BSEG|MEGN|MTH 303
Fall 2021|BSEG|MEGN|MUS 100
Fall 2021|BSEG|MEGN|MUS 241
Fall 2021|BSEG|MEGN|MUS 245
Fall 2021|BSEG|MEGN|MUS 410
Fall 2021|BSEG|MEGN|PHL 101
Fall 2021|BSEG|MEGN|PHL 168
Fall 2021|BSEG|MEGN|PHL 202
Fall 2021|BSEG|MEGN|PHL 203
Fall 2021|BSEG|MEGN|PHY 200
Fall 2021|BSEG|MEGN|POL 190
Fall 2021|BSEG|MEGN|PSY 100
Fall 2021|BSEG|MEGN|SPN 111
Fall 2021|BSEG|MEGN|UNV 100
Fall 2021|BSEG|MEGN|URP 140
Fall 2021|BSN|NURA|ANT 100
Fall 2021|BSN|NURA|ANT 4XX
Fall 2021|BSN|NURA|BIO 103
Fall 2021|BSN|NURA|BIO 111
Fall 2021|BSN|NURA|BIO 113
Fall 2021|BSN|NURA|BIO 135
Fall 2021|BSN|NURA|BIO 167
Fall 2021|BSN|NURA|BIO 168
Fall 2021|BSN|NURA|BIO 1XX
Fall 2021|BSN|NURA|BIO 2XX
Fall 2021|BSN|NURA|BIO 301
Fall 2021|BSN|NURA|BIO 326
Fall 2021|BSN|NURA|BIO 328
Fall 2021|BSN|NURA|BIO 3XX
Fall 2021|BSN|NURA|BIO 4XX
Fall 2021|BSN|NURA|CHM 135
Fall 2021|BSN|NURA|CHM 150
Fall 2021|BSN|NURA|CHM 151
Fall 2021|BSN|NURA|CHM 252
Fall 2021|BSN|NURA|CHM 253
Fall 2021|BSN|NURA|CHM 260
Fall 2021|BSN|NURA|CHM 261
Fall 2021|BSN|NURA|CHM 262
Fall 2021|BSN|NURA|CHM 263
Fall 2021|BSN|NURA|CHM 330
Fall 2021|BSN|NURA|CHM 331
Fall 2021|BSN|NURA|CHM 332
Fall 2021|BSN|NURA|CHM 333
Fall 2021|BSN|NURA|CHM 4XX
Fall 2021|BSN|NURA|COM 200
Fall 2021|BSN|NURA|ECN 1XX
Fall 2021|BSN|NURA|ELE 1XX
Fall 2021|BSN|NURA|ELE 2XX
Fall 2021|BSN|NURA|ELE 3XX
Fall 2021|BSN|NURA|ELE 4XX
Fall 2021|BSN|NURA|ENG 111
Fall 2021|BSN|NURA|ENG 112
Fall 2021|BSN|NURA|ENG 203
Fall 2021|BSN|NURA|FRN 2XX
Fall 2021|BSN|NURA|GEO 1XX
Fall 2021|BSN|NURA|HCR 201
Fall 2021|BSN|NURA|HCR 2XX
Fall 2021|BSN|NURA|HCR 304
Fall 2021|BSN|NURA|HCR 3XX
Fall 2021|BSN|NURA|HCR 4XX
Fall 2021|BSN|NURA|HIS 113
Fall 2021|BSN|NURA|HIS 1XX
Fall 2021|BSN|NURA|HIS 2XX
Fall 2021|BSN|NURA|HUM 1XX
Fall 2021|BSN|NURA|HUM 2XX
Fall 2021|BSN|NURA|MTH 090
Fall 2021|BSN|NURA|MTH 111
Fall 2021|BSN|NURA|MTH 112
Fall 2021|BSN|NURA|MTH 118
Fall 2021|BSN|NURA|MTH 120
Fall 2021|BSN|NURA|MTP 320
Fall 2021|BSN|NURA|NAT 1XX
Fall 2021|BSN|NURA|NAT 3XX
Fall 2021|BSN|NURA|NSC 180
Fall 2021|BSN|NURA|NSC 207
Fall 2021|BSN|NURA|NSC 209
Fall 2021|BSN|NURA|NSC 233
Fall 2021|BSN|NURA|NUR 202
Fall 2021|BSN|NURA|NUR 240
Fall 2021|BSN|NURA|NUR 316
Fall 2021|BSN|NURA|NUR 331
Fall 2021|BSN|NURA|NUR 336
Fall 2021|BSN|NURA|NUR 345
Fall 2021|BSN|NURA|NUR 369
Fall 2021|BSN|NURA|NUR 410
Fall 2021|BSN|NURA|NUR 430
Fall 2021|BSN|NURA|NUR 435
Fall 2021|BSN|NURA|PED 2XX
Fall 2021|BSN|NURA|PHL 162
Fall 2021|BSN|NURA|PHY 143
Fall 2021|BSN|NURA|PHY 145
Fall 2021|BSN|NURA|PHY 1XX
Fall 2021|BSN|NURA|PHY 243
Fall 2021|BSN|NURA|PHY 245
Fall 2021|BSN|NURA|PHY 2XX
Fall 2021|BSN|NURA|POL 190
Fall 2021|BSN|NURA|POL 1XX
Fall 2021|BSN|NURA|PSY 100
Fall 2021|BSN|NURA|PSY 2XX
Fall 2021|BSN|NURA|PSY 309
Fall 2021|BSN|NURA|PSY 313
Fall 2021|BSN|NURA|PSY 317
Fall 2021|BSN|NURA|PSY 336
Fall 2021|BSN|NURA|PSY 375
Fall 2021|BSN|NURA|PSY 3XX
Fall 2021|BSN|NURA|PSY 4XX
Fall 2021|BSN|NURA|SAT 202
Fall 2021|BSN|NURA|SCM 211
Fall 2021|BSN|NURA|SOC 100
Fall 2021|BSN|NURA|SOC 215
Fall 2021|BSN|NURA|SOC 220
Fall 2021|BSN|NURA|SOC 4XX
Fall 2021|BSN|NURA|SPN 111
Fall 2021|BSN|NURA|THE 100
Fall 2021|BSN|NURA|THE 1XX
Fall 2021|BSN|NURG|ARH 215
Fall 2021|BSN|NURG|BIO 167
Fall 2021|BSN|NURG|BIO 408
Fall 2021|BSN|NURG|CSC 121
Fall 2021|BSN|NURG|CSC 175
Fall 2021|BSN|NURG|EDM 100
Fall 2021|BSN|NURG|HCR 107
Fall 2021|BSN|NURG|MTH 118
Fall 2021|BSN|NURG|MTP 321
Fall 2021|BSN|NURG|NSC 180
Fall 2021|BSN|NURG|NSC 209
Fall 2021|BSN|NURG|NSC 233
Fall 2021|BSN|NURG|NSC 373
Fall 2021|BSN|NURG|NUR 202
Fall 2021|BSN|NURG|NUR 220
Fall 2021|BSN|NURG|NUR 250
Fall 2021|BSN|NURG|NUR 316
Fall 2021|BSN|NURG|NUR 320
Fall 2021|BSN|NURG|NUR 330
Fall 2021|BSN|NURG|NUR 335
Fall 2021|BSN|NURG|NUR 345
Fall 2021|BSN|NURG|NUR 346
Fall 2021|BSN|NURG|NUR 356
Fall 2021|BSN|NURG|NUR 361
Fall 2021|BSN|NURG|NUR 369
Fall 2021|BSN|NURG|NUR 370
Fall 2021|BSN|NURG|NUR 410
Fall 2021|BSN|NURG|NUR 430
Fall 2021|BSN|NURG|NUR 435
Fall 2021|BSN|NURG|PSY 313
Fall 2021|BSN|NURG|PSY 322
Fall 2021|BSN|NURG|SOC 215
Fall 2021|BSN|NURG|THE 100
Fall 2021|BSN|NURP|COM 200
Fall 2021|BSN|NURP|COM 210
Fall 2021|BSN|NURP|COM 241
Fall 2021|BSN|NURP|HCR 101
Fall 2021|BSN|NURP|HCR 203
Fall 2021|BSN|NURP|MTH 120
Fall 2021|BSN|NURP|RSP 300
Fall 2021|BSN|NURP|RSP 340
Fall 2021|BSN|NURR|ACC 201
Fall 2021|BSN|NURR|ACC 202
Fall 2021|BSN|NURR|AGE 350
Fall 2021|BSN|NURR|ARH 110
Fall 2021|BSN|NURR|ARH 111
Fall 2021|BSN|NURR|ART 120
Fall 2021|BSN|NURR|ART 141
Fall 2021|BSN|NURR|ART 1XX
Fall 2021|BSN|NURR|BIO 104
Fall 2021|BSN|NURR|BIO 111
Fall 2021|BSN|NURR|BIO 113
Fall 2021|BSN|NURR|BIO 135
Fall 2021|BSN|NURR|BIO 167
Fall 2021|BSN|NURR|BIO 168
Fall 2021|BSN|NURR|BIO 1XX
Fall 2021|BSN|NURR|BIO 2XX
Fall 2021|BSN|NURR|BIO 326
Fall 2021|BSN|NURR|BIO 4XX
Fall 2021|BSN|NURR|BUS 110
Fall 2021|BSN|NURR|BUS 115
Fall 2021|BSN|NURR|BUS 250
Fall 2021|BSN|NURR|BUS 2XX
Fall 2021|BSN|NURR|CHM 150
Fall 2021|BSN|NURR|CHM 151
Fall 2021|BSN|NURR|CHM 1XX
Fall 2021|BSN|NURR|CHM 220
Fall 2021|BSN|NURR|CHM 260
Fall 2021|BSN|NURR|CHM 261
Fall 2021|BSN|NURR|CHM 262
Fall 2021|BSN|NURR|CHM 263
Fall 2021|BSN|NURR|CHM 330
Fall 2021|BSN|NURR|CHM 331
Fall 2021|BSN|NURR|CHM 332
Fall 2021|BSN|NURR|CIS 128
Fall 2021|BSN|NURR|COM 200
Fall 2021|BSN|NURR|COM 210
Fall 2021|BSN|NURR|COM 272
Fall 2021|BSN|NURR|ECE 200
Fall 2021|BSN|NURR|ECN 201
Fall 2021|BSN|NURR|ECN 202
Fall 2021|BSN|NURR|EDE 1XX
Fall 2021|BSN|NURR|EDM 100
Fall 2021|BSN|NURR|ELE 1XX
Fall 2021|BSN|NURR|ENG 109
Fall 2021|BSN|NURR|ENG 111
Fall 2021|BSN|NURR|ENG 112
Fall 2021|BSN|NURR|ENG 1XX
Fall 2021|BSN|NURR|ENG 2XX
Fall 2021|BSN|NURR|ENG 338
Fall 2021|BSN|NURR|ESS 100
Fall 2021|BSN|NURR|FIN 269
Fall 2021|BSN|NURR|GER 109
Fall 2021|BSN|NURR|HCR 107
Fall 2021|BSN|NURR|HCR 119
Fall 2021|BSN|NURR|HCR 1XX
Fall 2021|BSN|NURR|HCR 201
Fall 2021|BSN|NURR|HCR 203
Fall 2021|BSN|NURR|HCR 300
Fall 2021|BSN|NURR|HIS 120
Fall 2021|BSN|NURR|HIS 121
Fall 2021|BSN|NURR|HIS 1XX
Fall 2021|BSN|NURR|HIS 2XX
Fall 2021|BSN|NURR|HUM 1XX
Fall 2021|BSN|NURR|MGT 2XX
Fall 2021|BSN|NURR|MTH 090
Fall 2021|BSN|NURR|MTH 111
Fall 2021|BSN|NURR|MTH 112
Fall 2021|BSN|NURR|MTH 120
Fall 2021|BSN|NURR|MTH 122
Fall 2021|BSN|NURR|MTH 192
Fall 2021|BSN|NURR|MTH 1XX
Fall 2021|BSN|NURR|MTP 320
Fall 2021|BSN|NURR|MTP 321
Fall 2021|BSN|NURR|MUS 1XX
Fall 2021|BSN|NURR|NSC 180
Fall 2021|BSN|NURR|NSC 207
Fall 2021|BSN|NURR|NSC 209
Fall 2021|BSN|NURR|NSC 233
Fall 2021|BSN|NURR|NSC 373
Fall 2021|BSN|NURR|NSC 3XX
Fall 2021|BSN|NURR|NUR 1XX
Fall 2021|BSN|NURR|NUR 203
Fall 2021|BSN|NURR|NUR 204
Fall 2021|BSN|NURR|NUR 2XX
Fall 2021|BSN|NURR|NUR 300
Fall 2021|BSN|NURR|NUR 307
Fall 2021|BSN|NURR|NUR 316
Fall 2021|BSN|NURR|NUR 345
Fall 2021|BSN|NURR|NUR 356
Fall 2021|BSN|NURR|NUR 361
Fall 2021|BSN|NURR|NUR 366
Fall 2021|BSN|NURR|NUR 369
Fall 2021|BSN|NURR|NUR 370
Fall 2021|BSN|NURR|NUR 412
Fall 2021|BSN|NURR|NUR 420
Fall 2021|BSN|NURR|NUR 421
Fall 2021|BSN|NURR|NUR XXX
Fall 2021|BSN|NURR|PHL 101
Fall 2021|BSN|NURR|PHL 162
Fall 2021|BSN|NURR|PHL 168
Fall 2021|BSN|NURR|PHL 202
Fall 2021|BSN|NURR|PHY 143
Fall 2021|BSN|NURR|PHY 145
Fall 2021|BSN|NURR|POL 120
Fall 2021|BSN|NURR|POL 230
Fall 2021|BSN|NURR|PSY 100
Fall 2021|BSN|NURR|PSY 180
Fall 2021|BSN|NURR|PSY 309
Fall 2021|BSN|NURR|PSY 313
Fall 2021|BSN|NURR|PSY 322
Fall 2021|BSN|NURR|PSY 343
Fall 2021|BSN|NURR|PSY 4XX
Fall 2021|BSN|NURR|SCM 211
Fall 2021|BSN|NURR|SOC 100
Fall 2021|BSN|NURR|SOC 203
Fall 2021|BSN|NURR|SOC 215
Fall 2021|BSN|NURR|SPN 1XX
Fall 2021|BSN|NURR|THE 100
Fall 2021|BSRT|RSP|ANT 100
Fall 2021|BSRT|RSP|ART 120
Fall 2021|BSRT|RSP|ART 2XX
Fall 2021|BSRT|RSP|BIO 104
Fall 2021|BSRT|RSP|BIO 167
Fall 2021|BSRT|RSP|BIO 168
Fall 2021|BSRT|RSP|BIO 1XX
Fall 2021|BSRT|RSP|BUS 3XX
Fall 2021|BSRT|RSP|CHM 140
Fall 2021|BSRT|RSP|CIS 128
Fall 2021|BSRT|RSP|COM 200
Fall 2021|BSRT|RSP|CSC 1XX
Fall 2021|BSRT|RSP|EDE 1XX
Fall 2021|BSRT|RSP|ELE 1XX
Fall 2021|BSRT|RSP|ELE 2XX
Fall 2021|BSRT|RSP|ENG 111
Fall 2021|BSRT|RSP|ENG 112
Fall 2021|BSRT|RSP|ENG 2XX
Fall 2021|BSRT|RSP|ESS 100
Fall 2021|BSRT|RSP|HCR 101
Fall 2021|BSRT|RSP|HCR 107
Fall 2021|BSRT|RSP|HCR 201
Fall 2021|BSRT|RSP|HCR 2XX
Fall 2021|BSRT|RSP|HCR 300
Fall 2021|BSRT|RSP|HCR 304
Fall 2021|BSRT|RSP|HCR 379
Fall 2021|BSRT|RSP|HIS 112
Fall 2021|BSRT|RSP|HIS 113
Fall 2021|BSRT|RSP|HIS 120
Fall 2021|BSRT|RSP|HIS 121
Fall 2021|BSRT|RSP|HIS 1XX
Fall 2021|BSRT|RSP|HIS 299
Fall 2021|BSRT|RSP|HIS 2XX
Fall 2021|BSRT|RSP|HIS 3XX
Fall 2021|BSRT|RSP|MTH 090
Fall 2021|BSRT|RSP|MTP 320
Fall 2021|BSRT|RSP|MUS 100
Fall 2021|BSRT|RSP|NAT 1XX
Fall 2021|BSRT|RSP|NSC 180
Fall 2021|BSRT|RSP|NSC 373
Fall 2021|BSRT|RSP|NUR 369
Fall 2021|BSRT|RSP|PED 1XX
Fall 2021|BSRT|RSP|PHL 151
Fall 2021|BSRT|RSP|PHL 168
Fall 2021|BSRT|RSP|PHS 315
Fall 2021|BSRT|RSP|POL 120
Fall 2021|BSRT|RSP|POL 2XX
Fall 2021|BSRT|RSP|PSY 100
Fall 2021|BSRT|RSP|RSP 1XX
Fall 2021|BSRT|RSP|RSP 2XX
Fall 2021|BSRT|RSP|RSP 300
Fall 2021|BSRT|RSP|RSP 340
Fall 2021|BSRT|RSP|RSP 400
Fall 2021|BSRT|RSP|SOC 100
Fall 2021|BSRT|RSP|SOC 215
Fall 2021|BSRT|RSP|SOC 3XX
Fall 2021|BSRT|RSP|SPN 111
Fall 2021|BSW|SWK|AFA 130
Fall 2021|BSW|SWK|AFA 204
Fall 2021|BSW|SWK|ARH 110
Fall 2021|BSW|SWK|CDR 330
Fall 2021|BSW|SWK|CIS 128
Fall 2021|BSW|SWK|COM 170
Fall 2021|BSW|SWK|CRJ 185
Fall 2021|BSW|SWK|DAN 204
Fall 2021|BSW|SWK|ECE 120
Fall 2021|BSW|SWK|ECE 233
Fall 2021|BSW|SWK|EDT 201
Fall 2021|BSW|SWK|EHS 220
Fall 2021|BSW|SWK|HCR 101
Fall 2021|BSW|SWK|HON 393
Fall 2021|BSW|SWK|HON 498
Fall 2021|BSW|SWK|NSC 373
Fall 2021|BSW|SWK|PHL 167
Fall 2021|BSW|SWK|PSY 313
Fall 2021|BSW|SWK|PSY 319
Fall 2021|BSW|SWK|SAT 202
Fall 2021|BSW|SWK|SAT 203
Fall 2021|BSW|SWK|SAT 220
Fall 2021|BSW|SWK|SAT 320
Fall 2021|BSW|SWK|SAT 330
Fall 2021|BSW|SWK|SWR 121
Fall 2021|BSW|SWK|SWR 230
Fall 2021|BSW|SWK|SWR 250
Fall 2021|BSW|SWK|SWR 270
Fall 2021|BSW|SWK|SWR 300
Fall 2021|BSW|SWK|SWR 301
Fall 2021|BSW|SWK|SWR 304
Fall 2021|BSW|SWK|SWR 330
Fall 2021|BSW|SWK|SWR 336
Fall 2021|BSW|SWK|SWR 338
Fall 2021|BSW|SWK|SWR 440
Fall 2021|BSW|SWK|SWR 460
Fall 2021|BSW|SWK|SWR 470
Fall 2021|BSW|SWK|WGS 167
Fall 2021|BSW|SWK|WGS 201
Fall 2021|BSW|SWK|WGS 275
Fall 2021|BSW|SWK|WGS 359
Fall 2021|CER|AFA|ART 1XX
Fall 2021|CER|AFA|BIO 103
Fall 2021|CER|AFA|COM 210
Fall 2021|CER|AFA|ENG 111
Fall 2021|CER|AFA|ENG 112
Fall 2021|CER|AFA|ENG 206
Fall 2021|CER|AFA|ENG 252
Fall 2021|CER|AFA|FRN 111
Fall 2021|CER|AFA|FRN 112
Fall 2021|CER|AFA|FRN 2XX
Fall 2021|CER|AFA|GER 111
Fall 2021|CER|AFA|HIS 1XX
Fall 2021|CER|AFA|HUM 1XX
Fall 2021|CER|AFA|HUM 2XX
Fall 2021|CER|AFA|MTH 120
Fall 2021|CER|AFA|MTH 121
Fall 2021|CER|AFA|MTH 272
Fall 2021|CER|AFA|MUS 1XX
Fall 2021|CER|AFA|PHL 101
Fall 2021|CER|AFA|PSY 100
Fall 2021|CER|AFA|PSY 180
Fall 2021|CER|AFA|PSY 1XX
Fall 2021|CER|AFA|PSY 2XX
Fall 2021|CER|AFA|PSY 315
Fall 2021|CER|AFA|PSY 336
Fall 2021|CER|AFA|PSY 3XX
Fall 2021|CER|AFA|PSY 4XX
Fall 2021|CER|AFA|SCI 125
Fall 2021|CER|AFA|SOC 100
Fall 2021|CER|AFA|SOC 215
Fall 2021|CER|AFA|SOC 2XX
Fall 2021|CER|AFA|SSC 2XX
Fall 2021|CER|GIGT|ANT 301
Fall 2021|CER|GIGT|ANT 325
Fall 2021|CER|GIGT|BIO 326
Fall 2021|CER|GIGT|BIO 327
Fall 2021|CER|GIGT|BIO 423
Fall 2021|CER|GIGT|BIO 487
Fall 2021|CER|GIGT|BIO 496
Fall 2021|CER|GIGT|CHM 262
Fall 2021|CER|GIGT|CHM 263
Fall 2021|CER|GIGT|FRN 111
Fall 2021|CER|GIGT|GIS 452
Fall 2021|CER|GIGT|HON 393
Fall 2021|CER|GIGT|MUS 141
Fall 2021|CER|GIGT|MUS 152
Fall 2021|CER|GIGT|MUS 245
Fall 2021|CER|GIGT|MUS 403
Fall 2021|CER|GIGT|PSY 100
Fall 2021|CER|NUCM|MUS 100
Fall 2021|CER|NUCM|NUR 250
Fall 2021|CER|NUCM|NUR 316
Fall 2021|CER|NUCM|NUR 345
Fall 2021|CER|NUCM|NUR 346
Fall 2021|CER|NUCM|NUR 366
Fall 2021|CER|NUCM|NUR 370
Fall 2021|CER|NUCM|NUR 412
Fall 2021|CER|NUCM|NUR 420
Fall 2021|CER|NUCM|NUR 421
Fall 2021|CER|NUCM|NUR XXX
Fall 2021|CER|NUCM|SOC 215
Fall 2021|CER|NULM|AFA 215
Fall 2021|CER|NULM|AFA 2XX
Fall 2021|CER|NULM|AST 120
Fall 2021|CER|NULM|BIO 103
Fall 2021|CER|NULM|BIO 167
Fall 2021|CER|NULM|BIO 168
Fall 2021|CER|NULM|BIO 1XX
Fall 2021|CER|NULM|CIS 128
Fall 2021|CER|NULM|CRJ 185
Fall 2021|CER|NULM|CRJ 3XX
Fall 2021|CER|NULM|DAN 2XX
Fall 2021|CER|NULM|ENG 111
Fall 2021|CER|NULM|ENG 112
Fall 2021|CER|NULM|FIN 269
Fall 2021|CER|NULM|HIS 1XX
Fall 2021|CER|NULM|NSC 180
Fall 2021|CER|NULM|NSC 233
Fall 2021|CER|NULM|NSC 373
Fall 2021|CER|NULM|NUR 1XX
Fall 2021|CER|NULM|NUR 205
Fall 2021|CER|NULM|NUR 2XX
Fall 2021|CER|NULM|NUR 300
Fall 2021|CER|NULM|NUR 307
Fall 2021|CER|NULM|NUR 316
Fall 2021|CER|NULM|NUR 336
