Term|Degree|Major|Course
Winter 2021 COVID19|BS|BIO|PSY 100
Winter 2021 COVID19|BS|BIO|PSY 309
Winter 2021 COVID19|BS|BIO|PSY 313
Winter 2021 COVID19|BS|BIO|PSY 315
Winter 2021 COVID19|BS|BIO|PSY 316
Winter 2021 COVID19|BS|BIO|PSY 317
Winter 2021 COVID19|BS|BIO|PSY 319
Winter 2021 COVID19|BS|BIO|PSY 336
Winter 2021 COVID19|BS|BIO|PSY 400
Winter 2021 COVID19|BS|BIO|PTP 413
Winter 2021 COVID19|BS|BIO|SOC 100
Winter 2021 COVID19|BS|BIO|SOC 215
Winter 2021 COVID19|BS|BIO|SPN 111
Winter 2021 COVID19|BS|BIO|SPN 205
Winter 2021 COVID19|BS|BIO|SPN 309
Winter 2021 COVID19|BS|BIO|UNV 100
Winter 2021 COVID19|BS|BIOC|AFA 204
Winter 2021 COVID19|BS|BIOC|ART 120
Winter 2021 COVID19|BS|BIOC|BIO 113
Winter 2021 COVID19|BS|BIOC|BIO 135
Winter 2021 COVID19|BS|BIOC|BIO 301
Winter 2021 COVID19|BS|BIOC|BIO 327
Winter 2021 COVID19|BS|BIOC|BIO 328
Winter 2021 COVID19|BS|BIOC|BIO 405
Winter 2021 COVID19|BS|BIOC|BIO 406
Winter 2021 COVID19|BS|BIOC|BIO 432
Winter 2021 COVID19|BS|BIOC|BIO 450
Winter 2021 COVID19|BS|BIOC|CHM 332
Winter 2021 COVID19|BS|BIOC|CHM 333
Winter 2021 COVID19|BS|BIOC|CHM 382
Winter 2021 COVID19|BS|BIOC|CHM 410
Winter 2021 COVID19|BS|BIOC|CHM 440
Winter 2021 COVID19|BS|BIOC|CHM 443
Winter 2021 COVID19|BS|BIOC|CHM 452
Winter 2021 COVID19|BS|BIOC|CHM 453
Winter 2021 COVID19|BS|BIOC|CHM 460
Winter 2021 COVID19|BS|BIOC|CHM 461
Winter 2021 COVID19|BS|BIOC|CHM 473
Winter 2021 COVID19|BS|BIOC|CHM 499
Winter 2021 COVID19|BS|BIOC|COM 210
Winter 2021 COVID19|BS|BIOC|FRN 112
Winter 2021 COVID19|BS|BIOC|HCR 362
Winter 2021 COVID19|BS|BIOC|HON 393
Winter 2021 COVID19|BS|BIOC|HON 496
Winter 2021 COVID19|BS|BIOC|MTH 122
Winter 2021 COVID19|BS|BIOC|NUR 369
Winter 2021 COVID19|BS|BIOC|PHY 145
Winter 2021 COVID19|BS|BIOC|PSY 315
Winter 2021 COVID19|BS|BIOC|SPN 112
Winter 2021 COVID19|BS|BIOC|UNV 100
Winter 2021 COVID19|BS|BIOM|AFA 250
Winter 2021 COVID19|BS|BIOM|ARB 112
Winter 2021 COVID19|BS|BIOM|ART 120
Winter 2021 COVID19|BS|BIOM|BIO 103
Winter 2021 COVID19|BS|BIOM|BIO 104
Winter 2021 COVID19|BS|BIOM|BIO 111
Winter 2021 COVID19|BS|BIOM|BIO 113
Winter 2021 COVID19|BS|BIOM|BIO 167
Winter 2021 COVID19|BS|BIOM|BIO 168
Winter 2021 COVID19|BS|BIOM|BIO 326
Winter 2021 COVID19|BS|BIOM|BIO 327
Winter 2021 COVID19|BS|BIOM|BIO 328
Winter 2021 COVID19|BS|BIOM|BIO 405
Winter 2021 COVID19|BS|BIOM|BIO 406
Winter 2021 COVID19|BS|BIOM|BIO 425
Winter 2021 COVID19|BS|BIOM|BIO 432
Winter 2021 COVID19|BS|BIOM|BIO 450
Winter 2021 COVID19|BS|BIOM|BIO 468
Winter 2021 COVID19|BS|BIOM|CHM 140
Winter 2021 COVID19|BS|BIOM|CHM 260
Winter 2021 COVID19|BS|BIOM|CHM 261
Winter 2021 COVID19|BS|BIOM|CHM 262
Winter 2021 COVID19|BS|BIOM|CHM 263
Winter 2021 COVID19|BS|BIOM|CHM 330
Winter 2021 COVID19|BS|BIOM|CHM 332
Winter 2021 COVID19|BS|BIOM|CHM 333
Winter 2021 COVID19|BS|BIOM|CHM 350
Winter 2021 COVID19|BS|BIOM|CHM 410
Winter 2021 COVID19|BS|BIOM|CHM 452
Winter 2021 COVID19|BS|BIOM|CHM 453
Winter 2021 COVID19|BS|BIOM|CRJ 380
Winter 2021 COVID19|BS|BIOM|DAN 100
Winter 2021 COVID19|BS|BIOM|FRN 111
Winter 2021 COVID19|BS|BIOM|FRN 205
Winter 2021 COVID19|BS|BIOM|GEO 203
Winter 2021 COVID19|BS|BIOM|HCR 107
Winter 2021 COVID19|BS|BIOM|HCR 117
Winter 2021 COVID19|BS|BIOM|HCR 362
Winter 2021 COVID19|BS|BIOM|HON 393
Winter 2021 COVID19|BS|BIOM|MTH 120
Winter 2021 COVID19|BS|BIOM|MTH 122
Winter 2021 COVID19|BS|BIOM|MUS 405
Winter 2021 COVID19|BS|BIOM|NSC 373
Winter 2021 COVID19|BS|BIOM|PHL 168
Winter 2021 COVID19|BS|BIOM|PHS 421
Winter 2021 COVID19|BS|BIOM|PHY 110
Winter 2021 COVID19|BS|BIOM|PHY 143
Winter 2021 COVID19|BS|BIOM|PHY 145
Winter 2021 COVID19|BS|BIOM|PSY 102
Winter 2021 COVID19|BS|BIOM|PSY 309
Winter 2021 COVID19|BS|BIOM|PSY 313
Winter 2021 COVID19|BS|BIOM|PSY 315
Winter 2021 COVID19|BS|BIOM|SOC 100
Winter 2021 COVID19|BS|BIOM|WGS 201
Winter 2021 COVID19|BS|BIOW|AFA 203
Winter 2021 COVID19|BS|BIOW|ANT 100
Winter 2021 COVID19|BS|BIOW|ANT 105
Winter 2021 COVID19|BS|BIOW|ANT 106
Winter 2021 COVID19|BS|BIOW|ART 120
Winter 2021 COVID19|BS|BIOW|AST 120
Winter 2021 COVID19|BS|BIOW|BIO 167
Winter 2021 COVID19|BS|BIOW|BIO 301
Winter 2021 COVID19|BS|BIOW|BIO 326
Winter 2021 COVID19|BS|BIOW|BIO 327
Winter 2021 COVID19|BS|BIOW|BIO 328
Winter 2021 COVID19|BS|BIOW|BIO 432
Winter 2021 COVID19|BS|BIOW|BIO 459
Winter 2021 COVID19|BS|BIOW|BIO 477
Winter 2021 COVID19|BS|BIOW|BIO 491
Winter 2021 COVID19|BS|BIOW|BUS 250
Winter 2021 COVID19|BS|BIOW|CHM 261
Winter 2021 COVID19|BS|BIOW|CHM 262
Winter 2021 COVID19|BS|BIOW|CHM 263
Winter 2021 COVID19|BS|BIOW|CHM 330
Winter 2021 COVID19|BS|BIOW|CHM 332
Winter 2021 COVID19|BS|BIOW|CHM 333
Winter 2021 COVID19|BS|BIOW|CHM 350
Winter 2021 COVID19|BS|BIOW|ECN 314
Winter 2021 COVID19|BS|BIOW|ENG 111
Winter 2021 COVID19|BS|BIOW|ENG 207
Winter 2021 COVID19|BS|BIOW|ESS 102
Winter 2021 COVID19|BS|BIOW|ESS 151
Winter 2021 COVID19|BS|BIOW|FIN 269
Winter 2021 COVID19|BS|BIOW|GEO 203
Winter 2021 COVID19|BS|BIOW|HCR 107
Winter 2021 COVID19|BS|BIOW|HON 393
Winter 2021 COVID19|BS|BIOW|MTH 120
Winter 2021 COVID19|BS|BIOW|PHL 162
Winter 2021 COVID19|BS|BIOW|PHL 168
Winter 2021 COVID19|BS|BIOW|PHY 110
Winter 2021 COVID19|BS|BIOW|PHY 143
Winter 2021 COVID19|BS|BIOW|PSY 102
Winter 2021 COVID19|BS|BIOW|PSY 315
Winter 2021 COVID19|BS|BIOW|SPN 112
Winter 2021 COVID19|BS|BIOW|WGS 201
Winter 2021 COVID19|BS|CHM|ART 120
Winter 2021 COVID19|BS|CHM|BIO 326
Winter 2021 COVID19|BS|CHM|BIO 327
Winter 2021 COVID19|BS|CHM|CHM 350
Winter 2021 COVID19|BS|CHM|CHM 382
Winter 2021 COVID19|BS|CHM|CHM 410
Winter 2021 COVID19|BS|CHM|CHM 440
Winter 2021 COVID19|BS|CHM|CHM 443
Winter 2021 COVID19|BS|CHM|CHM 460
Winter 2021 COVID19|BS|CHM|CHM 461
Winter 2021 COVID19|BS|CHM|CHM 473
Winter 2021 COVID19|BS|CHM|CHM 499
Winter 2021 COVID19|BS|CHM|CSC 335
Winter 2021 COVID19|BS|CHM|HIS 329
Winter 2021 COVID19|BS|CHM|HON 393
Winter 2021 COVID19|BS|CHM|HON 496
Winter 2021 COVID19|BS|CHM|MTH 303
Winter 2021 COVID19|BS|CHM|PHL 203
Winter 2021 COVID19|BS|CIS|AFA 250
Winter 2021 COVID19|BS|CIS|ART 131
Winter 2021 COVID19|BS|CIS|ART 252
Winter 2021 COVID19|BS|CIS|ART 347
Winter 2021 COVID19|BS|CIS|AST 120
Winter 2021 COVID19|BS|CIS|BIO 103
Winter 2021 COVID19|BS|CIS|BIO 104
Winter 2021 COVID19|BS|CIS|BIO 1XX
Winter 2021 COVID19|BS|CIS|BUS 110
Winter 2021 COVID19|BS|CIS|CHM 140
Winter 2021 COVID19|BS|CIS|CHM 150
Winter 2021 COVID19|BS|CIS|CHM 151
Winter 2021 COVID19|BS|CIS|CHN 310
Winter 2021 COVID19|BS|CIS|CIS 128
Winter 2021 COVID19|BS|CIS|CIS 151
Winter 2021 COVID19|BS|CIS|CIS 173
Winter 2021 COVID19|BS|CIS|CIS 1XX
Winter 2021 COVID19|BS|CIS|CIS 200
Winter 2021 COVID19|BS|CIS|CIS 263
Winter 2021 COVID19|BS|CIS|CIS 314
Winter 2021 COVID19|BS|CIS|CIS 360
Winter 2021 COVID19|BS|CIS|CIS 363
Winter 2021 COVID19|BS|CIS|CIS 483
Winter 2021 COVID19|BS|CIS|COM 210
Winter 2021 COVID19|BS|CIS|CSC 122
Winter 2021 COVID19|BS|CIS|CSC 123
Winter 2021 COVID19|BS|CIS|CSC 127
Winter 2021 COVID19|BS|CIS|CSC 175
Winter 2021 COVID19|BS|CIS|CSC 1XX
Winter 2021 COVID19|BS|CIS|CSC 276
Winter 2021 COVID19|BS|CIS|CSC 310
Winter 2021 COVID19|BS|CIS|CSC 325
Winter 2021 COVID19|BS|CIS|CSC 335
Winter 2021 COVID19|BS|CIS|CSC 370
Winter 2021 COVID19|BS|CIS|CSC 375
Winter 2021 COVID19|BS|CIS|CSC 377
Winter 2021 COVID19|BS|CIS|CSC 382
Winter 2021 COVID19|BS|CIS|CSC 383
Winter 2021 COVID19|BS|CIS|CSC 384
Winter 2021 COVID19|BS|CIS|CSC 425
Winter 2021 COVID19|BS|CIS|CSC 487
Winter 2021 COVID19|BS|CIS|DAN 204
Winter 2021 COVID19|BS|CIS|ECN 201
Winter 2021 COVID19|BS|CIS|ECN 202
Winter 2021 COVID19|BS|CIS|ELE 1XX
Winter 2021 COVID19|BS|CIS|ENG 111
Winter 2021 COVID19|BS|CIS|ENG 112
Winter 2021 COVID19|BS|CIS|ENG 297
Winter 2021 COVID19|BS|CIS|FIN 269
Winter 2021 COVID19|BS|CIS|HCR 1XX
Winter 2021 COVID19|BS|CIS|HCR 203
Winter 2021 COVID19|BS|CIS|HCR 2XX
Winter 2021 COVID19|BS|CIS|MGT 341
Winter 2021 COVID19|BS|CIS|MKT 330
Winter 2021 COVID19|BS|CIS|MTH 090
Winter 2021 COVID19|BS|CIS|MTH 111
Winter 2021 COVID19|BS|CIS|MTH 118
Winter 2021 COVID19|BS|CIS|MTH 121
Winter 2021 COVID19|BS|CIS|MTP 320
Winter 2021 COVID19|BS|CIS|MUS 225
Winter 2021 COVID19|BS|CIS|MUS 245
Winter 2021 COVID19|BS|CIS|MUS 401
Winter 2021 COVID19|BS|CIS|NUR 203
Winter 2021 COVID19|BS|CIS|PHL 271
Winter 2021 COVID19|BS|CIS|POL 190
Winter 2021 COVID19|BS|CIS|PSY 100
Winter 2021 COVID19|BS|CIS|PSY 1XX
Winter 2021 COVID19|BS|CIS|SCI 125
Winter 2021 COVID19|BS|CIS|SCM 211
Winter 2021 COVID19|BS|CIS|SCM 313
Winter 2021 COVID19|BS|CIS|SCM 371
Winter 2021 COVID19|BS|CIS|SCM 481
Winter 2021 COVID19|BS|CIS|SOC 2XX
Winter 2021 COVID19|BS|CIS|UNV 100
Winter 2021 COVID19|BS|CSC|ARH 112
Winter 2021 COVID19|BS|CSC|ART 120
Winter 2021 COVID19|BS|CSC|ART 141
Winter 2021 COVID19|BS|CSC|BUS 110
Winter 2021 COVID19|BS|CSC|BUS 250
Winter 2021 COVID19|BS|CSC|CIS 314
Winter 2021 COVID19|BS|CSC|CIS 360
Winter 2021 COVID19|BS|CSC|CIS 363
Winter 2021 COVID19|BS|CSC|CSC 121
Winter 2021 COVID19|BS|CSC|CSC 127
Winter 2021 COVID19|BS|CSC|CSC 174
Winter 2021 COVID19|BS|CSC|CSC 175
Winter 2021 COVID19|BS|CSC|CSC 267
Winter 2021 COVID19|BS|CSC|CSC 275
Winter 2021 COVID19|BS|CSC|CSC 310
Winter 2021 COVID19|BS|CSC|CSC 325
Winter 2021 COVID19|BS|CSC|CSC 335
Winter 2021 COVID19|BS|CSC|CSC 365
Winter 2021 COVID19|BS|CSC|CSC 370
Winter 2021 COVID19|BS|CSC|CSC 375
Winter 2021 COVID19|BS|CSC|CSC 377
Winter 2021 COVID19|BS|CSC|CSC 379
Winter 2021 COVID19|BS|CSC|CSC 382
Winter 2021 COVID19|BS|CSC|CSC 383
Winter 2021 COVID19|BS|CSC|CSC 384
Winter 2021 COVID19|BS|CSC|CSC 391
Winter 2021 COVID19|BS|CSC|CSC 401
Winter 2021 COVID19|BS|CSC|CSC 425
Winter 2021 COVID19|BS|CSC|CSC 446
Winter 2021 COVID19|BS|CSC|CSC 483
Winter 2021 COVID19|BS|CSC|CSC 487
Winter 2021 COVID19|BS|CSC|ECN 202
Winter 2021 COVID19|BS|CSC|ECN 354
Winter 2021 COVID19|BS|CSC|ENG 111
Winter 2021 COVID19|BS|CSC|ENG 112
Winter 2021 COVID19|BS|CSC|ESS 140
Winter 2021 COVID19|BS|CSC|FIN 269
Winter 2021 COVID19|BS|CSC|HIS 120
Winter 2021 COVID19|BS|CSC|HON 156
Winter 2021 COVID19|BS|CSC|HON 393
Winter 2021 COVID19|BS|CSC|HON 496
Winter 2021 COVID19|BS|CSC|LIN 335
Winter 2021 COVID19|BS|CSC|MTH 120
Winter 2021 COVID19|BS|CSC|MTH 121
Winter 2021 COVID19|BS|CSC|MTH 122
Winter 2021 COVID19|BS|CSC|MTH 220
Winter 2021 COVID19|BS|CSC|MTH 370
Winter 2021 COVID19|BS|CSC|MUS 100
Winter 2021 COVID19|BS|CSC|MUS 225
Winter 2021 COVID19|BS|CSC|MUS 403
Winter 2021 COVID19|BS|CSC|PHY 110
Winter 2021 COVID19|BS|CSC|PHY 143
Winter 2021 COVID19|BS|CSC|PHY 145
Winter 2021 COVID19|BS|CSC|PHY 245
Winter 2021 COVID19|BS|CSC|SOC 100
Winter 2021 COVID19|BS|CSC|THE 100
Winter 2021 COVID19|BS|CSC|THE 255
Winter 2021 COVID19|BS|CSC|UNV 100
Winter 2021 COVID19|BS|DATA|ACC 2XX
Winter 2021 COVID19|BS|DATA|ART 1XX
Winter 2021 COVID19|BS|DATA|BUS 110
Winter 2021 COVID19|BS|DATA|BUS 1XX
Winter 2021 COVID19|BS|DATA|BUS 2XX
Winter 2021 COVID19|BS|DATA|MKT 330
Winter 2021 COVID19|BS|DATA|MTH 111
Winter 2021 COVID19|BS|DATA|SSC 2XX
Winter 2021 COVID19|BS|ECHD|AST 120
Winter 2021 COVID19|BS|ECHD|BIO 113
Winter 2021 COVID19|BS|ECHD|BUS 110
Winter 2021 COVID19|BS|ECHD|ECE 225
Winter 2021 COVID19|BS|ECHD|ECE 235
Winter 2021 COVID19|BS|ECHD|ECE 240
Winter 2021 COVID19|BS|ECHD|ECE 340
Winter 2021 COVID19|BS|ECHD|ECE 343
Winter 2021 COVID19|BS|ECHD|ECE 344
Winter 2021 COVID19|BS|ECHD|ECE 420
Winter 2021 COVID19|BS|ECHD|ECE 468
Winter 2021 COVID19|BS|ECHD|ECE 480
Winter 2021 COVID19|BS|ECHD|EDM 100
Winter 2021 COVID19|BS|ECHD|EDN 410
Winter 2021 COVID19|BS|ECHD|EDR 442
Winter 2021 COVID19|BS|ECHD|EDR 480
Winter 2021 COVID19|BS|ECHD|EGR 100
Winter 2021 COVID19|BS|ECHD|ENG 111
Winter 2021 COVID19|BS|ECHD|ESS 140
Winter 2021 COVID19|BS|ECHD|HCR 101
Winter 2021 COVID19|BS|ECHD|HCR 107
Winter 2021 COVID19|BS|ECHD|HIS 112
Winter 2021 COVID19|BS|ECHD|HIS 316
Winter 2021 COVID19|BS|ECHD|HIS 334
Winter 2021 COVID19|BS|ECHD|HIS 362
Winter 2021 COVID19|BS|ECHD|PED 1XX
Winter 2021 COVID19|BS|ECHD|PSY 102
Winter 2021 COVID19|BS|ECHD|PSY 309
Winter 2021 COVID19|BS|ECHD|PSY 313
Winter 2021 COVID19|BS|ECHD|PSY 315
Winter 2021 COVID19|BS|ECHD|PSY 316
Winter 2021 COVID19|BS|ECHD|PSY 351
Winter 2021 COVID19|BS|ECHD|PSY 392
Winter 2021 COVID19|BS|ECHD|SAT 345
Winter 2021 COVID19|BS|ECHD|SCI 125
Winter 2021 COVID19|BS|ECHD|SOC 100
Winter 2021 COVID19|BS|ECHD|SOC 344
Winter 2021 COVID19|BS|ECHD|WGS 167
Winter 2021 COVID19|BS|ECHD|WGS 201
Winter 2021 COVID19|BS|ECN|ACC 201
Winter 2021 COVID19|BS|ECN|BIO 103
Winter 2021 COVID19|BS|ECN|BUS 381
Winter 2021 COVID19|BS|ECN|CSC 122
Winter 2021 COVID19|BS|ECN|ECN 314
Winter 2021 COVID19|BS|ECN|ECN 354
Winter 2021 COVID19|BS|ECN|ECN 370
Winter 2021 COVID19|BS|ECN|ECN 480
Winter 2021 COVID19|BS|ECN|ECN 499
Winter 2021 COVID19|BS|ECN|EIM 340
Winter 2021 COVID19|BS|ECN|FIN 463
Winter 2021 COVID19|BS|ECN|FIN 468
Winter 2021 COVID19|BS|ECN|HCR 101
Winter 2021 COVID19|BS|ECN|HIS 334
Winter 2021 COVID19|BS|ECN|HON 156
Winter 2021 COVID19|BS|ECN|HON 393
Winter 2021 COVID19|BS|ECN|HON 498
Winter 2021 COVID19|BS|ECN|MGT 489
Winter 2021 COVID19|BS|ECN|MTH 220
Winter 2021 COVID19|BS|ECN|MTH 222
Winter 2021 COVID19|BS|ECN|MTH 370
Winter 2021 COVID19|BS|ECN|MTH 396
Winter 2021 COVID19|BS|ECN|MUS 100
Winter 2021 COVID19|BS|ECN|PSY 313
Winter 2021 COVID19|BS|ECN|PSY 322
Winter 2021 COVID19|BS|ECN|PSY 336
Winter 2021 COVID19|BS|ECN|SCM 371
Winter 2021 COVID19|BS|EEDN|ART 131
Winter 2021 COVID19|BS|EEDN|ECE 420
Winter 2021 COVID19|BS|EEDN|EDE 343
Winter 2021 COVID19|BS|EEDN|EDE 344
Winter 2021 COVID19|BS|EEDN|HCR 107
Winter 2021 COVID19|BS|EEDN|HIS 334
Winter 2021 COVID19|BS|EEDN|SCI 126
Winter 2021 COVID19|BS|EEDN|SOC 344
Winter 2021 COVID19|BS|EGR|BIO 168
Winter 2021 COVID19|BS|EGR|COM 281
Winter 2021 COVID19|BS|EGR|ELE 1XX
Winter 2021 COVID19|BS|EGR|ENG 112
Winter 2021 COVID19|BS|EGR|MTP 320
Winter 2021 COVID19|BS|EGR|NUR 300
Winter 2021 COVID19|BS|EGR|NUR 316
Winter 2021 COVID19|BS|EGR|NUR 345
Winter 2021 COVID19|BS|EGR|NUR 361
Winter 2021 COVID19|BS|EGR|PSY 100
Winter 2021 COVID19|BS|EGR|RSP 1XX
Winter 2021 COVID19|BS|EGR|RSP 2XX
Winter 2021 COVID19|BS|EGR|SCM 371
Winter 2021 COVID19|BS|ELED|AGE 352
Winter 2021 COVID19|BS|ELED|ART 105
Winter 2021 COVID19|BS|ELED|ART 1XX
Winter 2021 COVID19|BS|ELED|CIS 128
Winter 2021 COVID19|BS|ELED|DAN 100
Winter 2021 COVID19|BS|ELED|ECE 200
Winter 2021 COVID19|BS|ELED|ECE 225
Winter 2021 COVID19|BS|ELED|ECE 235
Winter 2021 COVID19|BS|ELED|ECE 240
Winter 2021 COVID19|BS|ELED|ECE 340
Winter 2021 COVID19|BS|ELED|ECE 343
Winter 2021 COVID19|BS|ELED|ECE 420
Winter 2021 COVID19|BS|ELED|ECE 469
Winter 2021 COVID19|BS|ELED|EDE 201
Winter 2021 COVID19|BS|ELED|EDE 341
Winter 2021 COVID19|BS|ELED|EDE 343
Winter 2021 COVID19|BS|ELED|EDE 344
Winter 2021 COVID19|BS|ELED|EDE 460
Winter 2021 COVID19|BS|ELED|EDE 469
Winter 2021 COVID19|BS|ELED|EDE 499
Winter 2021 COVID19|BS|ELED|EDM 100
Winter 2021 COVID19|BS|ELED|EDM 121
Winter 2021 COVID19|BS|ELED|EDM 220
Winter 2021 COVID19|BS|ELED|EDM 222
Winter 2021 COVID19|BS|ELED|EDM 322
Winter 2021 COVID19|BS|ELED|EDN 410
Winter 2021 COVID19|BS|ELED|EDR 230
Winter 2021 COVID19|BS|ELED|EDR 341
Winter 2021 COVID19|BS|ELED|EDR 442
Winter 2021 COVID19|BS|ELED|EGR 100
Winter 2021 COVID19|BS|ELED|EHS 220
Winter 2021 COVID19|BS|ELED|ESS 140
Winter 2021 COVID19|BS|ELED|HCR 101
Winter 2021 COVID19|BS|ELED|HCR 107
Winter 2021 COVID19|BS|ELED|HCR 203
Winter 2021 COVID19|BS|ELED|HCR 204
Winter 2021 COVID19|BS|ELED|LIN 200
Winter 2021 COVID19|BS|ELED|MUS 100
Winter 2021 COVID19|BS|ELED|PSY 309
Winter 2021 COVID19|BS|ELED|SCI 125
Winter 2021 COVID19|BS|ELED|SCI 126
Winter 2021 COVID19|BS|ELED|THE 100
Winter 2021 COVID19|BS|ENSS|BIO 327
Winter 2021 COVID19|BS|ENSS|CHM 330
Winter 2021 COVID19|BS|ENSS|CHM 331
Winter 2021 COVID19|BS|ENSS|ECN 202
Winter 2021 COVID19|BS|ENSS|ENG 202
Winter 2021 COVID19|BS|ENSS|ESS 390
Winter 2021 COVID19|BS|ENSS|ESS 472
Winter 2021 COVID19|BS|ENSS|ESS 476
Winter 2021 COVID19|BS|ENSS|ESS 491
Winter 2021 COVID19|BS|ENSS|FIN 361
Winter 2021 COVID19|BS|ENSS|GEO 453
Winter 2021 COVID19|BS|ENSS|HCR 204
Winter 2021 COVID19|BS|ENSS|HCR 305
Winter 2021 COVID19|BS|ENSS|PHS 420
Winter 2021 COVID19|BS|ENSS|PHS 421
Winter 2021 COVID19|BS|ENSS|SOC 215
Winter 2021 COVID19|BS|ESP|ESS 491
Winter 2021 COVID19|BS|ESP|URP 140
Winter 2021 COVID19|BS|ESP|URP 476
Winter 2021 COVID19|BS|ESP|WGS 100
Winter 2021 COVID19|BS|HCAD|ACC 201
Winter 2021 COVID19|BS|HCAD|ACC 202
Winter 2021 COVID19|BS|HCAD|AGE 352
Winter 2021 COVID19|BS|HCAD|AGE 379
Winter 2021 COVID19|BS|HCAD|ANT 100
Winter 2021 COVID19|BS|HCAD|ART 120
Winter 2021 COVID19|BS|HCAD|BIO 103
Winter 2021 COVID19|BS|HCAD|BIO 104
Winter 2021 COVID19|BS|HCAD|BIO 111
Winter 2021 COVID19|BS|HCAD|BIO 135
Winter 2021 COVID19|BS|HCAD|BIO 168
Winter 2021 COVID19|BS|HCAD|BIO 2XX
Winter 2021 COVID19|BS|HCAD|BUS 110
Winter 2021 COVID19|BS|HCAD|BUS 115
Winter 2021 COVID19|BS|HCAD|BUS 1XX
Winter 2021 COVID19|BS|HCAD|BUS 250
Winter 2021 COVID19|BS|HCAD|BUS 2XX
Winter 2021 COVID19|BS|HCAD|BUS 3XX
Winter 2021 COVID19|BS|HCAD|CIS 128
Winter 2021 COVID19|BS|HCAD|COM 210
Winter 2021 COVID19|BS|HCAD|COM 272
Winter 2021 COVID19|BS|HCAD|COM 381
Winter 2021 COVID19|BS|HCAD|CRJ 2XX
Winter 2021 COVID19|BS|HCAD|DAN 100
Winter 2021 COVID19|BS|HCAD|DAN 204
Winter 2021 COVID19|BS|HCAD|ECN 201
Winter 2021 COVID19|BS|HCAD|ECN 202
Winter 2021 COVID19|BS|HCAD|ENG 111
Winter 2021 COVID19|BS|HCAD|ENG 112
Winter 2021 COVID19|BS|HCAD|ENG 4XX
Winter 2021 COVID19|BS|HCAD|ESS 282
Winter 2021 COVID19|BS|HCAD|FIN 269
Winter 2021 COVID19|BS|HCAD|HCR 101
Winter 2021 COVID19|BS|HCAD|HCR 107
Winter 2021 COVID19|BS|HCAD|HCR 201
Winter 2021 COVID19|BS|HCAD|HCR 203
Winter 2021 COVID19|BS|HCAD|HCR 204
Winter 2021 COVID19|BS|HCAD|HCR 2XX
Winter 2021 COVID19|BS|HCAD|HCR 300
Winter 2021 COVID19|BS|HCAD|HCR 301
Winter 2021 COVID19|BS|HCAD|HCR 304
Winter 2021 COVID19|BS|HCAD|HCR 305
Winter 2021 COVID19|BS|HCAD|HCR 362
Winter 2021 COVID19|BS|HCAD|HCR 368
Winter 2021 COVID19|BS|HCAD|HCR 370
Winter 2021 COVID19|BS|HCAD|HCR 376
Winter 2021 COVID19|BS|HCAD|HCR 377
Winter 2021 COVID19|BS|HCAD|HCR 379
Winter 2021 COVID19|BS|HCAD|HCR 385
Winter 2021 COVID19|BS|HCAD|HCR 390
Winter 2021 COVID19|BS|HCAD|HCR 3XX
Winter 2021 COVID19|BS|HCAD|HCR 400
Winter 2021 COVID19|BS|HCAD|HCR 410
Winter 2021 COVID19|BS|HCAD|HCR 411
Winter 2021 COVID19|BS|HCAD|HCR 477
Winter 2021 COVID19|BS|HCAD|HCR 490
Winter 2021 COVID19|BS|HCAD|HCR 4XX
Winter 2021 COVID19|BS|HCAD|HIS 221
Winter 2021 COVID19|BS|HCAD|HUM 1XX
Winter 2021 COVID19|BS|HCAD|HUM 2XX
Winter 2021 COVID19|BS|HCAD|MGT 1XX
Winter 2021 COVID19|BS|HCAD|MKT 2XX
Winter 2021 COVID19|BS|HCAD|MKT 330
Winter 2021 COVID19|BS|HCAD|MKT 332
Winter 2021 COVID19|BS|HCAD|MKT 336
Winter 2021 COVID19|BS|HCAD|MTH 090
Winter 2021 COVID19|BS|HCAD|MTH 111
Winter 2021 COVID19|BS|HCAD|MTH 120
Winter 2021 COVID19|BS|HCAD|MTH 1XX
Winter 2021 COVID19|BS|HCAD|MTP 2XX
Winter 2021 COVID19|BS|HCAD|MTP 320
Winter 2021 COVID19|BS|HCAD|MTP 321
Winter 2021 COVID19|BS|HCAD|MUS 100
Winter 2021 COVID19|BS|HCAD|MUS 1XX
Winter 2021 COVID19|BS|HCAD|NSC 180
Winter 2021 COVID19|BS|HCAD|NSC 209
Winter 2021 COVID19|BS|HCAD|NSC 373
Winter 2021 COVID19|BS|HCAD|NUR 205
Winter 2021 COVID19|BS|HCAD|NUR 316
Winter 2021 COVID19|BS|HCAD|PHL 162
Winter 2021 COVID19|BS|HCAD|PHL 168
Winter 2021 COVID19|BS|HCAD|PHS 210
Winter 2021 COVID19|BS|HCAD|PHS 315
Winter 2021 COVID19|BS|HCAD|PHS 331
Winter 2021 COVID19|BS|HCAD|PHS 347
Winter 2021 COVID19|BS|HCAD|PHS 420
Winter 2021 COVID19|BS|HCAD|PHS 421
Winter 2021 COVID19|BS|HCAD|PHS 467
Winter 2021 COVID19|BS|HCAD|POL 120
Winter 2021 COVID19|BS|HCAD|PSY 100
Winter 2021 COVID19|BS|HCAD|PSY 180
Winter 2021 COVID19|BS|HCAD|PSY 2XX
Winter 2021 COVID19|BS|HCAD|PSY 313
Winter 2021 COVID19|BS|HCAD|PSY 351
